Nacionalidad;Sexo;Año;Total
Sudáfrica;Mujeres;2016;468
Sudáfrica;Mujeres;2015;458
Sudáfrica;Mujeres;2014;466
Sudáfrica;Mujeres;2013;466
Sudáfrica;Mujeres;2012;423
Sudáfrica;Mujeres;2011;375
Sudáfrica;Mujeres;2010;360
Sudáfrica;Mujeres;2009;360
Sudáfrica;Mujeres;2008;339
Sudáfrica;Mujeres;2007;293
Sudáfrica;Mujeres;2006;349
Sudáfrica;Mujeres;2005;363
Sudáfrica;Mujeres;2004;316
Sudáfrica;Mujeres;2003;326
Sudáfrica;Mujeres;2002;273
Sudáfrica;Mujeres;2001;210
Sudáfrica;Mujeres;2000;199
Sudáfrica;Mujeres;1999;172
Sudáfrica;Mujeres;1998;176
Togo;Ambos sexos;2022;454
Togo;Ambos sexos;2021;457
Togo;Ambos sexos;2020;472
Togo;Ambos sexos;2019;451
Togo;Ambos sexos;2018;448
Togo;Ambos sexos;2017;430
Togo;Ambos sexos;2016;427
Togo;Ambos sexos;2015;422
Togo;Ambos sexos;2014;442
Togo;Ambos sexos;2013;463
Togo;Ambos sexos;2012;462
Togo;Ambos sexos;2011;453
Togo;Ambos sexos;2010;446
Togo;Ambos sexos;2009;423
Togo;Ambos sexos;2008;371
Togo;Ambos sexos;2007;348
Togo;Ambos sexos;2006;360
Togo;Ambos sexos;2005;335
Togo;Ambos sexos;2004;237
Togo;Ambos sexos;2003;228
Togo;Ambos sexos;2002;164
Togo;Ambos sexos;2001;115
Togo;Ambos sexos;2000;81
Togo;Ambos sexos;1999;55
Togo;Ambos sexos;1998;89
Togo;Hombres;2022;287
Togo;Hombres;2021;291
Togo;Hombres;2020;307
Togo;Hombres;2019;296
Togo;Hombres;2018;294
Togo;Hombres;2017;281
Togo;Hombres;2016;281
Togo;Hombres;2015;280
Togo;Hombres;2014;299
Togo;Hombres;2013;314
Togo;Hombres;2012;316
Togo;Hombres;2011;315
Togo;Hombres;2010;326
Togo;Hombres;2009;310
Togo;Hombres;2008;281
Togo;Hombres;2007;271
Togo;Hombres;2006;273
Togo;Hombres;2005;254
Togo;Hombres;2004;174
Togo;Hombres;2003;166
Togo;Hombres;2002;124
Togo;Hombres;2001;82
Togo;Hombres;2000;57
Togo;Hombres;1999;40
Togo;Hombres;1998;56
Togo;Mujeres;2022;167
Togo;Mujeres;2021;166
Togo;Mujeres;2020;165
Togo;Mujeres;2019;155
Togo;Mujeres;2018;154
Togo;Mujeres;2017;149
Togo;Mujeres;2016;146
Togo;Mujeres;2015;142
Togo;Mujeres;2014;143
Togo;Mujeres;2013;149
Togo;Mujeres;2012;146
Togo;Mujeres;2011;138
Togo;Mujeres;2010;120
Togo;Mujeres;2009;113
Togo;Mujeres;2008;90
Togo;Mujeres;2007;77
Togo;Mujeres;2006;87
Togo;Mujeres;2005;81
Togo;Mujeres;2004;63
Togo;Mujeres;2003;62
Togo;Mujeres;2002;40
Togo;Mujeres;2001;33
Togo;Mujeres;2000;24
Togo;Mujeres;1999;15
Togo;Mujeres;1998;33
Túnez;Ambos sexos;2022;3.102
Túnez;Ambos sexos;2021;2.905
Túnez;Ambos sexos;2020;2.788
Túnez;Ambos sexos;2019;2.291
Túnez;Ambos sexos;2018;2.099
Túnez;Ambos sexos;2017;2.005
Túnez;Ambos sexos;2016;1.942
Túnez;Ambos sexos;2015;1.898
Túnez;Ambos sexos;2014;1.978
Túnez;Ambos sexos;2013;2.057
Túnez;Ambos sexos;2012;2.061
Túnez;Ambos sexos;2011;1.997
Túnez;Ambos sexos;2010;1.977
Túnez;Ambos sexos;2009;1.879
Túnez;Ambos sexos;2008;1.741
Túnez;Ambos sexos;2007;1.544
Túnez;Ambos sexos;2006;1.642
Túnez;Ambos sexos;2005;1.566
Túnez;Ambos sexos;2004;1.316
Túnez;Ambos sexos;2003;1.299
Túnez;Ambos sexos;2002;1.080
Túnez;Ambos sexos;2001;814
Túnez;Ambos sexos;2000;666
Túnez;Ambos sexos;1999;550
Túnez;Ambos sexos;1998;528
Túnez;Hombres;2022;2.018
Túnez;Hombres;2021;1.864
Túnez;Hombres;2020;1.794
Túnez;Hombres;2019;1.404
Túnez;Hombres;2018;1.329
Túnez;Hombres;2017;1.280
Túnez;Hombres;2016;1.258
Túnez;Hombres;2015;1.219
Túnez;Hombres;2014;1.304
Túnez;Hombres;2013;1.371
Túnez;Hombres;2012;1.379
Túnez;Hombres;2011;1.328
Túnez;Hombres;2010;1.325
Túnez;Hombres;2009;1.282
Túnez;Hombres;2008;1.205
Túnez;Hombres;2007;1.095
Túnez;Hombres;2006;1.205
Túnez;Hombres;2005;1.130
Túnez;Hombres;2004;957
Túnez;Hombres;2003;958
Túnez;Hombres;2002;796
Túnez;Hombres;2001;601
Túnez;Hombres;2000;493
Túnez;Hombres;1999;404
Túnez;Hombres;1998;392
Túnez;Mujeres;2022;1.084
Túnez;Mujeres;2021;1.041
Túnez;Mujeres;2020;994
Túnez;Mujeres;2019;887
Túnez;Mujeres;2018;770
Túnez;Mujeres;2017;725
Túnez;Mujeres;2016;684
Túnez;Mujeres;2015;679
Túnez;Mujeres;2014;674
Túnez;Mujeres;2013;686
Túnez;Mujeres;2012;682
Túnez;Mujeres;2011;669
Túnez;Mujeres;2010;652
Túnez;Mujeres;2009;597
Túnez;Mujeres;2008;536
Túnez;Mujeres;2007;449
Túnez;Mujeres;2006;437
Túnez;Mujeres;2005;436
Túnez;Mujeres;2004;359
Túnez;Mujeres;2003;341
Túnez;Mujeres;2002;284
Túnez;Mujeres;2001;213
Túnez;Mujeres;2000;173
Túnez;Mujeres;1999;146
Túnez;Mujeres;1998;136
Resto de África;Ambos sexos;2022;6.144
Resto de África;Ambos sexos;2021;5.868
Resto de África;Ambos sexos;2020;5.995
Resto de África;Ambos sexos;2019;5.663
Resto de África;Ambos sexos;2018;5.235
Resto de África;Ambos sexos;2017;4.770
Resto de África;Ambos sexos;2016;4.432
Resto de África;Ambos sexos;2015;3.775
Resto de África;Ambos sexos;2014;3.461
Resto de África;Ambos sexos;2013;3.363
Resto de África;Ambos sexos;2012;3.335
Resto de África;Ambos sexos;2011;3.259
Resto de África;Ambos sexos;2010;3.236
Resto de África;Ambos sexos;2009;3.122
Resto de África;Ambos sexos;2008;2.869
Resto de África;Ambos sexos;2007;2.532
Resto de África;Ambos sexos;2006;2.607
Resto de África;Ambos sexos;2005;2.910
Resto de África;Ambos sexos;2004;2.518
Resto de África;Ambos sexos;2003;2.742
Resto de África;Ambos sexos;2002;2.431
Resto de África;Ambos sexos;2001;2.076
Resto de África;Ambos sexos;2000;1.662
Resto de África;Ambos sexos;1999;1.353
Resto de África;Ambos sexos;1998;2.577
Resto de África;Hombres;2022;3.458
Resto de África;Hombres;2021;3.275
Resto de África;Hombres;2020;3.361
Resto de África;Hombres;2019;3.168
Resto de África;Hombres;2018;2.897
Resto de África;Hombres;2017;2.618
Resto de África;Hombres;2016;2.426
Resto de África;Hombres;2015;2.124
Resto de África;Hombres;2014;1.933
Resto de África;Hombres;2013;1.899
Resto de África;Hombres;2012;1.864
Resto de África;Hombres;2011;1.832
Resto de África;Hombres;2010;1.844
Resto de África;Hombres;2009;1.805
Resto de África;Hombres;2008;1.674
Resto de África;Hombres;2007;1.506
Resto de África;Hombres;2006;1.593
Resto de África;Hombres;2005;1.795
Resto de África;Hombres;2004;1.560
Resto de África;Hombres;2003;1.753
Resto de África;Hombres;2002;1.597
Resto de África;Hombres;2001;1.379
Resto de África;Hombres;2000;1.102
Resto de África;Hombres;1999;899
Resto de África;Hombres;1998;1.523
Resto de África;Mujeres;2022;2.686
Resto de África;Mujeres;2021;2.593
Resto de África;Mujeres;2020;2.634
Resto de África;Mujeres;2019;2.495
Resto de África;Mujeres;2018;2.338
Resto de África;Mujeres;2017;2.152
Resto de África;Mujeres;2016;2.006
Resto de África;Mujeres;2015;1.651
Resto de África;Mujeres;2014;1.528
Resto de África;Mujeres;2013;1.464
Resto de África;Mujeres;2012;1.471
Resto de África;Mujeres;2011;1.427
Resto de África;Mujeres;2010;1.392
Resto de África;Mujeres;2009;1.317
Resto de África;Mujeres;2008;1.195
Resto de África;Mujeres;2007;1.026
Resto de África;Mujeres;2006;1.014
Resto de África;Mujeres;2005;1.115
Resto de África;Mujeres;2004;958
Resto de África;Mujeres;2003;989
Resto de África;Mujeres;2002;833
Resto de África;Mujeres;2001;696
Resto de África;Mujeres;2000;560
Resto de África;Mujeres;1999;454
Resto de África;Mujeres;1998;1.054
AMÉRICA;Ambos sexos;2022;1.618.989
AMÉRICA;Ambos sexos;2021;1.573.979
AMÉRICA;Ambos sexos;2020;1.554.087
AMÉRICA;Ambos sexos;2019;1.322.023
AMÉRICA;Ambos sexos;2018;1.162.350
AMÉRICA;Ambos sexos;2017;1.070.479
AMÉRICA;Ambos sexos;2016;1.064.608
AMÉRICA;Ambos sexos;2015;1.103.476
AMÉRICA;Ambos sexos;2014;1.263.030
AMÉRICA;Ambos sexos;2013;1.452.783
AMÉRICA;Ambos sexos;2012;1.573.055
AMÉRICA;Ambos sexos;2011;1.688.658
AMÉRICA;Ambos sexos;2010;1.788.680
AMÉRICA;Ambos sexos;2009;1.842.913
AMÉRICA;Ambos sexos;2008;1.784.890
AMÉRICA;Ambos sexos;2007;1.594.338
AMÉRICA;Ambos sexos;2006;1.528.077
AMÉRICA;Ambos sexos;2005;1.474.493
AMÉRICA;Ambos sexos;2004;1.262.419
AMÉRICA;Ambos sexos;2003;1.073.527
AMÉRICA;Ambos sexos;2002;752.563
AMÉRICA;Ambos sexos;2001;442.888
AMÉRICA;Ambos sexos;2000;206.835
AMÉRICA;Ambos sexos;1999;154.899
AMÉRICA;Ambos sexos;1998;132.157
AMÉRICA;Hombres;2022;696.922
AMÉRICA;Hombres;2021;673.626
AMÉRICA;Hombres;2020;660.863
AMÉRICA;Hombres;2019;557.760
AMÉRICA;Hombres;2018;490.434
AMÉRICA;Hombres;2017;455.142
AMÉRICA;Hombres;2016;454.795
AMÉRICA;Hombres;2015;474.785
AMÉRICA;Hombres;2014;544.446
AMÉRICA;Hombres;2013;628.088
AMÉRICA;Hombres;2012;688.038
AMÉRICA;Hombres;2011;747.395
AMÉRICA;Hombres;2010;803.996
AMÉRICA;Hombres;2009;838.974
AMÉRICA;Hombres;2008;815.662
AMÉRICA;Hombres;2007;725.724
AMÉRICA;Hombres;2006;700.571
AMÉRICA;Hombres;2005;680.003
AMÉRICA;Hombres;2004;580.672
AMÉRICA;Hombres;2003;491.174
AMÉRICA;Hombres;2002;338.078
AMÉRICA;Hombres;2001;191.965
AMÉRICA;Hombres;2000;81.958
AMÉRICA;Hombres;1999;61.274
AMÉRICA;Hombres;1998;52.599
AMÉRICA;Mujeres;2022;922.067
AMÉRICA;Mujeres;2021;900.353
AMÉRICA;Mujeres;2020;893.224
AMÉRICA;Mujeres;2019;764.263
AMÉRICA;Mujeres;2018;671.916
AMÉRICA;Mujeres;2017;615.337
AMÉRICA;Mujeres;2016;609.813
AMÉRICA;Mujeres;2015;628.691
AMÉRICA;Mujeres;2014;718.584
AMÉRICA;Mujeres;2013;824.695
AMÉRICA;Mujeres;2012;885.017
AMÉRICA;Mujeres;2011;941.263
AMÉRICA;Mujeres;2010;984.684
AMÉRICA;Mujeres;2009;1.003.939
AMÉRICA;Mujeres;2008;969.228
AMÉRICA;Mujeres;2007;868.614
AMÉRICA;Mujeres;2006;827.506
AMÉRICA;Mujeres;2005;794.490
AMÉRICA;Mujeres;2004;681.747
AMÉRICA;Mujeres;2003;582.353
AMÉRICA;Mujeres;2002;414.484
AMÉRICA;Mujeres;2001;250.923
AMÉRICA;Mujeres;2000;124.875
AMÉRICA;Mujeres;1999;93.627
AMÉRICA;Mujeres;1998;79.557
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2022;368.461
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2021;364.263
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2020;356.102
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2019;296.773
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2018;251.039
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2017;220.037
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2016;206.967
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2015;201.623
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2014;211.571
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2013;223.926
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2012;218.224
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2011;207.375
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2010;201.374
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2009;193.842
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2008;172.230
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2007;139.945
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2006;126.966
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2005;119.985
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2004;101.638
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2003;94.979
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2002;79.004
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2001;62.769
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;2000;48.047
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;1999;37.576
AMÉRICA CENTRAL Y CARIBE;Ambos sexos;1998;32.087
AMÉRICA CENTRAL Y CARIBE;Hombres;2022;140.392
AMÉRICA CENTRAL Y CARIBE;Hombres;2021;136.453
AMÉRICA CENTRAL Y CARIBE;Hombres;2020;131.843
AMÉRICA CENTRAL Y CARIBE;Hombres;2019;107.495
AMÉRICA CENTRAL Y CARIBE;Hombres;2018;90.557
AMÉRICA CENTRAL Y CARIBE;Hombres;2017;80.260
AMÉRICA CENTRAL Y CARIBE;Hombres;2016;76.709
AMÉRICA CENTRAL Y CARIBE;Hombres;2015;75.989
AMÉRICA CENTRAL Y CARIBE;Hombres;2014;81.055
AMÉRICA CENTRAL Y CARIBE;Hombres;2013;86.268
AMÉRICA CENTRAL Y CARIBE;Hombres;2012;85.483
AMÉRICA CENTRAL Y CARIBE;Hombres;2011;82.686
AMÉRICA CENTRAL Y CARIBE;Hombres;2010;81.880
AMÉRICA CENTRAL Y CARIBE;Hombres;2009;79.823
AMÉRICA CENTRAL Y CARIBE;Hombres;2008;71.056
AMÉRICA CENTRAL Y CARIBE;Hombres;2007;57.433
AMÉRICA CENTRAL Y CARIBE;Hombres;2006;52.154
AMÉRICA CENTRAL Y CARIBE;Hombres;2005;48.693
AMÉRICA CENTRAL Y CARIBE;Hombres;2004;40.426
AMÉRICA CENTRAL Y CARIBE;Hombres;2003;36.542
AMÉRICA CENTRAL Y CARIBE;Hombres;2002;29.132
AMÉRICA CENTRAL Y CARIBE;Hombres;2001;21.925
AMÉRICA CENTRAL Y CARIBE;Hombres;2000;15.935
AMÉRICA CENTRAL Y CARIBE;Hombres;1999;12.081
AMÉRICA CENTRAL Y CARIBE;Hombres;1998;10.221
AMÉRICA CENTRAL Y CARIBE;Mujeres;2022;228.069
AMÉRICA CENTRAL Y CARIBE;Mujeres;2021;227.810
AMÉRICA CENTRAL Y CARIBE;Mujeres;2020;224.259
AMÉRICA CENTRAL Y CARIBE;Mujeres;2019;189.278
AMÉRICA CENTRAL Y CARIBE;Mujeres;2018;160.482
AMÉRICA CENTRAL Y CARIBE;Mujeres;2017;139.777
AMÉRICA CENTRAL Y CARIBE;Mujeres;2016;130.258
AMÉRICA CENTRAL Y CARIBE;Mujeres;2015;125.634
AMÉRICA CENTRAL Y CARIBE;Mujeres;2014;130.516
AMÉRICA CENTRAL Y CARIBE;Mujeres;2013;137.658
AMÉRICA CENTRAL Y CARIBE;Mujeres;2012;132.741
AMÉRICA CENTRAL Y CARIBE;Mujeres;2011;124.689
AMÉRICA CENTRAL Y CARIBE;Mujeres;2010;119.494
AMÉRICA CENTRAL Y CARIBE;Mujeres;2009;114.019
AMÉRICA CENTRAL Y CARIBE;Mujeres;2008;101.174
AMÉRICA CENTRAL Y CARIBE;Mujeres;2007;82.512
AMÉRICA CENTRAL Y CARIBE;Mujeres;2006;74.812
AMÉRICA CENTRAL Y CARIBE;Mujeres;2005;71.292
AMÉRICA CENTRAL Y CARIBE;Mujeres;2004;61.212
AMÉRICA CENTRAL Y CARIBE;Mujeres;2003;58.437
AMÉRICA CENTRAL Y CARIBE;Mujeres;2002;49.871
AMÉRICA CENTRAL Y CARIBE;Mujeres;2001;40.842
AMÉRICA CENTRAL Y CARIBE;Mujeres;2000;32.112
AMÉRICA CENTRAL Y CARIBE;Mujeres;1999;25.494
AMÉRICA CENTRAL Y CARIBE;Mujeres;1998;21.866
Costa Rica;Ambos sexos;2022;3.326
Costa Rica;Ambos sexos;2021;3.288
Costa Rica;Ambos sexos;2020;3.417
Costa Rica;Ambos sexos;2019;3.043
Costa Rica;Ambos sexos;2018;2.735
Costa Rica;Ambos sexos;2017;2.412
Costa Rica;Ambos sexos;2016;2.040
Costa Rica;Ambos sexos;2015;1.874
Costa Rica;Ambos sexos;2014;1.926
Costa Rica;Ambos sexos;2013;2.042
Costa Rica;Ambos sexos;2012;2.026
Costa Rica;Ambos sexos;2011;1.924
Costa Rica;Ambos sexos;2010;1.925
Costa Rica;Ambos sexos;2009;1.887
Costa Rica;Ambos sexos;2008;1.678
Costa Rica;Ambos sexos;2007;1.320
Costa Rica;Ambos sexos;2006;1.267
Costa Rica;Ambos sexos;2005;1.232
Costa Rica;Ambos sexos;2004;981
Costa Rica;Ambos sexos;2003;946
Costa Rica;Ambos sexos;2002;671
Costa Rica;Ambos sexos;2001;517
Costa Rica;Ambos sexos;2000;411
Costa Rica;Ambos sexos;1999;353
Costa Rica;Ambos sexos;1998;355
Costa Rica;Hombres;2022;1.390
Costa Rica;Hombres;2021;1.406
Costa Rica;Hombres;2020;1.478
Costa Rica;Hombres;2019;1.305
Costa Rica;Hombres;2018;1.171
Costa Rica;Hombres;2017;1.030
Costa Rica;Hombres;2016;873
Costa Rica;Hombres;2015;807
Costa Rica;Hombres;2014;842
Costa Rica;Hombres;2013;888
Costa Rica;Hombres;2012;905
Costa Rica;Hombres;2011;876
Costa Rica;Hombres;2010;864
Costa Rica;Hombres;2009;873
Costa Rica;Hombres;2008;797
Costa Rica;Hombres;2007;609
Costa Rica;Hombres;2006;559
Costa Rica;Hombres;2005;557
Costa Rica;Hombres;2004;440
Costa Rica;Hombres;2003;425
Costa Rica;Hombres;2002;301
Costa Rica;Hombres;2001;225
Costa Rica;Hombres;2000;172
Costa Rica;Hombres;1999;143
Costa Rica;Hombres;1998;148
Costa Rica;Mujeres;2022;1.936
Costa Rica;Mujeres;2021;1.882
Costa Rica;Mujeres;2020;1.939
Costa Rica;Mujeres;2019;1.738
Costa Rica;Mujeres;2018;1.564
Costa Rica;Mujeres;2017;1.382
Costa Rica;Mujeres;2016;1.167
Costa Rica;Mujeres;2015;1.067
Costa Rica;Mujeres;2014;1.084
Costa Rica;Mujeres;2013;1.154
Costa Rica;Mujeres;2012;1.121
Costa Rica;Mujeres;2011;1.048
Costa Rica;Mujeres;2010;1.061
Costa Rica;Mujeres;2009;1.014
Costa Rica;Mujeres;2008;881
Costa Rica;Mujeres;2007;711
Costa Rica;Mujeres;2006;708
Costa Rica;Mujeres;2005;675
Costa Rica;Mujeres;2004;541
Costa Rica;Mujeres;2003;521
Costa Rica;Mujeres;2002;370
Costa Rica;Mujeres;2001;292
Costa Rica;Mujeres;2000;239
Costa Rica;Mujeres;1999;210
Costa Rica;Mujeres;1998;207
Cuba;Ambos sexos;2022;63.618
Cuba;Ambos sexos;2021;61.909
Cuba;Ambos sexos;2020;64.634
Cuba;Ambos sexos;2019;55.906
Cuba;Ambos sexos;2018;49.257
Cuba;Ambos sexos;2017;45.598
Cuba;Ambos sexos;2016;46.230
Cuba;Ambos sexos;2015;46.397
Cuba;Ambos sexos;2014;50.406
Cuba;Ambos sexos;2013;54.707
Cuba;Ambos sexos;2012;54.958
Cuba;Ambos sexos;2011;54.680
Cuba;Ambos sexos;2010;54.954
Cuba;Ambos sexos;2009;54.621
Cuba;Ambos sexos;2008;50.759
Cuba;Ambos sexos;2007;45.698
Cuba;Ambos sexos;2006;44.739
Cuba;Ambos sexos;2005;45.009
Cuba;Ambos sexos;2004;39.674
Cuba;Ambos sexos;2003;38.332
Cuba;Ambos sexos;2002;31.832
Cuba;Ambos sexos;2001;24.534
Cuba;Ambos sexos;2000;17.814
Cuba;Ambos sexos;1999;12.919
Cuba;Ambos sexos;1998;10.354
Cuba;Hombres;2022;29.741
Cuba;Hombres;2021;28.774
Cuba;Hombres;2020;29.788
Cuba;Hombres;2019;25.392
Cuba;Hombres;2018;21.974
Cuba;Hombres;2017;20.140
Cuba;Hombres;2016;20.416
Cuba;Hombres;2015;20.708
Cuba;Hombres;2014;22.512
Cuba;Hombres;2013;24.365
Cuba;Hombres;2012;24.566
Cuba;Hombres;2011;24.442
Cuba;Hombres;2010;24.766
Cuba;Hombres;2009;24.683
Cuba;Hombres;2008;22.842
Cuba;Hombres;2007;20.309
Cuba;Hombres;2006;20.061
Cuba;Hombres;2005;20.353
Cuba;Hombres;2004;17.923
Cuba;Hombres;2003;17.346
Cuba;Hombres;2002;14.131
Cuba;Hombres;2001;10.541
Cuba;Hombres;2000;7.501
Cuba;Hombres;1999;5.467
Cuba;Hombres;1998;4.434
Cuba;Mujeres;2022;33.877
Cuba;Mujeres;2021;33.135
Cuba;Mujeres;2020;34.846
Cuba;Mujeres;2019;30.514
Cuba;Mujeres;2018;27.283
Cuba;Mujeres;2017;25.458
Cuba;Mujeres;2016;25.814
Cuba;Mujeres;2015;25.689
Cuba;Mujeres;2014;27.894
Cuba;Mujeres;2013;30.342
Cuba;Mujeres;2012;30.392
Cuba;Mujeres;2011;30.238
Cuba;Mujeres;2010;30.188
Cuba;Mujeres;2009;29.938
Cuba;Mujeres;2008;27.917
Cuba;Mujeres;2007;25.389
Cuba;Mujeres;2006;24.678
Cuba;Mujeres;2005;24.656
Cuba;Mujeres;2004;21.751
Cuba;Mujeres;2003;20.986
Cuba;Mujeres;2002;17.701
Cuba;Mujeres;2001;13.993
Cuba;Mujeres;2000;10.313
Cuba;Mujeres;1999;7.451
Cuba;Mujeres;1998;5.920
Dominica;Ambos sexos;2022;566
Dominica;Ambos sexos;2021;506
Dominica;Ambos sexos;2020;540
Dominica;Ambos sexos;2019;528
Dominica;Ambos sexos;2018;501
Dominica;Ambos sexos;2017;510
Dominica;Ambos sexos;2016;555
Dominica;Ambos sexos;2015;558
Dominica;Ambos sexos;2014;617
Dominica;Ambos sexos;2013;691
Dominica;Ambos sexos;2012;691
Dominica;Ambos sexos;2011;691
Dominica;Ambos sexos;2010;745
Dominica;Ambos sexos;2009;751
Dominica;Ambos sexos;2008;667
Dominica;Ambos sexos;2007;604
Dominica;Ambos sexos;2006;731
Dominica;Ambos sexos;2005;795
Dominica;Ambos sexos;2004;715
Dominica;Ambos sexos;2003;743
Dominica;Ambos sexos;2002;755
Dominica;Ambos sexos;2001;690
Dominica;Ambos sexos;2000;586
Dominica;Ambos sexos;1999;518
Dominica;Ambos sexos;1998;574
Dominica;Hombres;2022;256
Dominica;Hombres;2021;210
Dominica;Hombres;2020;226
Dominica;Hombres;2019;219
Dominica;Hombres;2018;199
Dominica;Hombres;2017;210
Dominica;Hombres;2016;223
Dominica;Hombres;2015;228
Dominica;Hombres;2014;247
Dominica;Hombres;2013;269
Dominica;Hombres;2012;274
Dominica;Hombres;2011;261
Dominica;Hombres;2010;288
Dominica;Hombres;2009;284
Dominica;Hombres;2008;250
Dominica;Hombres;2007;212
Dominica;Hombres;2006;255
Dominica;Hombres;2005;274
Dominica;Hombres;2004;235
Dominica;Hombres;2003;225
Dominica;Hombres;2002;219
Dominica;Hombres;2001;193
Dominica;Hombres;2000;156
Dominica;Hombres;1999;141
Dominica;Hombres;1998;167
Dominica;Mujeres;2022;310
Dominica;Mujeres;2021;296
Dominica;Mujeres;2020;314
Dominica;Mujeres;2019;309
Dominica;Mujeres;2018;302
Dominica;Mujeres;2017;300
Dominica;Mujeres;2016;332
Dominica;Mujeres;2015;330
Dominica;Mujeres;2014;370
Dominica;Mujeres;2013;422
Dominica;Mujeres;2012;417
Dominica;Mujeres;2011;430
Dominica;Mujeres;2010;457
Dominica;Mujeres;2009;467
Dominica;Mujeres;2008;417
Dominica;Mujeres;2007;392
Dominica;Mujeres;2006;476
Dominica;Mujeres;2005;521
Dominica;Mujeres;2004;480
Dominica;Mujeres;2003;518
Dominica;Mujeres;2002;536
Dominica;Mujeres;2001;497
Dominica;Mujeres;2000;430
Dominica;Mujeres;1999;378
Dominica;Mujeres;1998;407
El Salvador;Ambos sexos;2022;24.517
El Salvador;Ambos sexos;2021;23.467
El Salvador;Ambos sexos;2020;21.578
El Salvador;Ambos sexos;2019;16.093
El Salvador;Ambos sexos;2018;12.420
El Salvador;Ambos sexos;2017;9.943
El Salvador;Ambos sexos;2016;8.237
El Salvador;Ambos sexos;2015;7.277
El Salvador;Ambos sexos;2014;7.058
El Salvador;Ambos sexos;2013;7.248
El Salvador;Ambos sexos;2012;6.995
El Salvador;Ambos sexos;2011;6.409
El Salvador;Ambos sexos;2010;6.025
El Salvador;Ambos sexos;2009;5.701
El Salvador;Ambos sexos;2008;5.021
El Salvador;Ambos sexos;2007;3.795
El Salvador;Ambos sexos;2006;3.285
El Salvador;Ambos sexos;2005;3.015
El Salvador;Ambos sexos;2004;2.522
El Salvador;Ambos sexos;2003;2.291
El Salvador;Ambos sexos;2002;1.769
El Salvador;Ambos sexos;2001;1.313
El Salvador;Ambos sexos;2000;1.024
El Salvador;Ambos sexos;1999;903
El Salvador;Ambos sexos;1998;904
El Salvador;Hombres;2022;10.692
El Salvador;Hombres;2021;10.238
El Salvador;Hombres;2020;9.240
El Salvador;Hombres;2019;6.664
El Salvador;Hombres;2018;5.016
El Salvador;Hombres;2017;3.938
El Salvador;Hombres;2016;3.164
El Salvador;Hombres;2015;2.743
El Salvador;Hombres;2014;2.709
El Salvador;Hombres;2013;2.800
El Salvador;Hombres;2012;2.708
El Salvador;Hombres;2011;2.506
El Salvador;Hombres;2010;2.427
El Salvador;Hombres;2009;2.357
El Salvador;Hombres;2008;2.054
El Salvador;Hombres;2007;1.494
El Salvador;Hombres;2006;1.327
El Salvador;Hombres;2005;1.192
El Salvador;Hombres;2004;974
El Salvador;Hombres;2003;874
El Salvador;Hombres;2002;649
El Salvador;Hombres;2001;452
El Salvador;Hombres;2000;333
El Salvador;Hombres;1999;280
El Salvador;Hombres;1998;273
El Salvador;Mujeres;2022;13.825
El Salvador;Mujeres;2021;13.229
El Salvador;Mujeres;2020;12.338
El Salvador;Mujeres;2019;9.429
El Salvador;Mujeres;2018;7.404
El Salvador;Mujeres;2017;6.005
El Salvador;Mujeres;2016;5.073
El Salvador;Mujeres;2015;4.534
El Salvador;Mujeres;2014;4.349
El Salvador;Mujeres;2013;4.448
El Salvador;Mujeres;2012;4.287
El Salvador;Mujeres;2011;3.903
El Salvador;Mujeres;2010;3.598
El Salvador;Mujeres;2009;3.344
El Salvador;Mujeres;2008;2.967
El Salvador;Mujeres;2007;2.301
El Salvador;Mujeres;2006;1.958
El Salvador;Mujeres;2005;1.823
El Salvador;Mujeres;2004;1.548
El Salvador;Mujeres;2003;1.417
El Salvador;Mujeres;2002;1.120
El Salvador;Mujeres;2001;861
El Salvador;Mujeres;2000;691
El Salvador;Mujeres;1999;622
El Salvador;Mujeres;1998;631
