Sex;Nationality;Five-year age group;Periodo;Total
Males;De Centro América y Caribe;From 85 to 89 years  ;2008;2
Males;De Centro América y Caribe;90 years old and over;2021;6
Males;De Centro América y Caribe;90 years old and over;2020;7
Males;De Centro América y Caribe;90 years old and over;2019;5
Males;De Centro América y Caribe;90 years old and over;2018;2
Males;De Centro América y Caribe;90 years old and over;2017;3
Males;De Centro América y Caribe;90 years old and over;2016;1
Males;De Centro América y Caribe;90 years old and over;2015;3
Males;De Centro América y Caribe;90 years old and over;2014;4
Males;De Centro América y Caribe;90 years old and over;2013;1
Males;De Centro América y Caribe;90 years old and over;2012;3
Males;De Centro América y Caribe;90 years old and over;2011;2
Males;De Centro América y Caribe;90 years old and over;2010;""
Males;De Centro América y Caribe;90 years old and over;2009;""
Males;De Centro América y Caribe;90 years old and over;2008;1
Males;Cuba;Total;2021;4.511
Males;Cuba;Total;2020;3.090
Males;Cuba;Total;2019;6.900
Males;Cuba;Total;2018;5.502
Males;Cuba;Total;2017;3.783
Males;Cuba;Total;2016;2.636
Males;Cuba;Total;2015;2.069
Males;Cuba;Total;2014;2.005
Males;Cuba;Total;2013;2.330
Males;Cuba;Total;2012;2.574
Males;Cuba;Total;2011;3.386
Males;Cuba;Total;2010;2.774
Males;Cuba;Total;2009;2.435
Males;Cuba;Total;2008;4.094
Males;Cuba;From 0 to 4 years old;2021;115
Males;Cuba;From 0 to 4 years old;2020;100
Males;Cuba;From 0 to 4 years old;2019;235
Males;Cuba;From 0 to 4 years old;2018;193
Males;Cuba;From 0 to 4 years old;2017;132
Males;Cuba;From 0 to 4 years old;2016;87
Males;Cuba;From 0 to 4 years old;2015;54
Males;Cuba;From 0 to 4 years old;2014;52
Males;Cuba;From 0 to 4 years old;2013;73
Males;Cuba;From 0 to 4 years old;2012;69
Males;Cuba;From 0 to 4 years old;2011;103
Males;Cuba;From 0 to 4 years old;2010;72
Males;Cuba;From 0 to 4 years old;2009;68
Males;Cuba;From 0 to 4 years old;2008;78
Males;Cuba;From 5 to 9 years    ;2021;185
Males;Cuba;From 5 to 9 years    ;2020;108
Males;Cuba;From 5 to 9 years    ;2019;287
Males;Cuba;From 5 to 9 years    ;2018;196
Males;Cuba;From 5 to 9 years    ;2017;133
Males;Cuba;From 5 to 9 years    ;2016;97
Males;Cuba;From 5 to 9 years    ;2015;71
Males;Cuba;From 5 to 9 years    ;2014;83
Males;Cuba;From 5 to 9 years    ;2013;114
Males;Cuba;From 5 to 9 years    ;2012;105
Males;Cuba;From 5 to 9 years    ;2011;141
Males;Cuba;From 5 to 9 years    ;2010;134
Males;Cuba;From 5 to 9 years    ;2009;140
Males;Cuba;From 5 to 9 years    ;2008;186
Males;Cuba;From 10 to 14 years  ;2021;223
Males;Cuba;From 10 to 14 years  ;2020;95
Males;Cuba;From 10 to 14 years  ;2019;271
Males;Cuba;From 10 to 14 years  ;2018;192
Males;Cuba;From 10 to 14 years  ;2017;138
Males;Cuba;From 10 to 14 years  ;2016;112
Males;Cuba;From 10 to 14 years  ;2015;104
Males;Cuba;From 10 to 14 years  ;2014;128
Males;Cuba;From 10 to 14 years  ;2013;207
Males;Cuba;From 10 to 14 years  ;2012;192
Males;Cuba;From 10 to 14 years  ;2011;180
Males;Cuba;From 10 to 14 years  ;2010;195
Males;Cuba;From 10 to 14 years  ;2009;165
Males;Cuba;From 10 to 14 years  ;2008;205
Males;Cuba;From 15 to 19 years  ;2021;262
Males;Cuba;From 15 to 19 years  ;2020;156
Males;Cuba;From 15 to 19 years  ;2019;331
Males;Cuba;From 15 to 19 years  ;2018;296
Males;Cuba;From 15 to 19 years  ;2017;209
Males;Cuba;From 15 to 19 years  ;2016;184
Males;Cuba;From 15 to 19 years  ;2015;139
Males;Cuba;From 15 to 19 years  ;2014;195
Males;Cuba;From 15 to 19 years  ;2013;246
Males;Cuba;From 15 to 19 years  ;2012;189
Males;Cuba;From 15 to 19 years  ;2011;190
Males;Cuba;From 15 to 19 years  ;2010;169
Males;Cuba;From 15 to 19 years  ;2009;140
Males;Cuba;From 15 to 19 years  ;2008;249
Males;Cuba;From 20 to 24 years;2021;383
Males;Cuba;From 20 to 24 years;2020;236
Males;Cuba;From 20 to 24 years;2019;552
Males;Cuba;From 20 to 24 years;2018;460
Males;Cuba;From 20 to 24 years;2017;361
Males;Cuba;From 20 to 24 years;2016;246
Males;Cuba;From 20 to 24 years;2015;198
Males;Cuba;From 20 to 24 years;2014;178
Males;Cuba;From 20 to 24 years;2013;235
Males;Cuba;From 20 to 24 years;2012;311
Males;Cuba;From 20 to 24 years;2011;385
Males;Cuba;From 20 to 24 years;2010;288
Males;Cuba;From 20 to 24 years;2009;212
Males;Cuba;From 20 to 24 years;2008;383
Males;Cuba;From 25 to 29 years  ;2021;816
Males;Cuba;From 25 to 29 years  ;2020;595
Males;Cuba;From 25 to 29 years  ;2019;1.301
Males;Cuba;From 25 to 29 years  ;2018;1.107
Males;Cuba;From 25 to 29 years  ;2017;733
Males;Cuba;From 25 to 29 years  ;2016;469
Males;Cuba;From 25 to 29 years  ;2015;354
Males;Cuba;From 25 to 29 years  ;2014;246
Males;Cuba;From 25 to 29 years  ;2013;234
Males;Cuba;From 25 to 29 years  ;2012;274
Males;Cuba;From 25 to 29 years  ;2011;386
Males;Cuba;From 25 to 29 years  ;2010;277
Males;Cuba;From 25 to 29 years  ;2009;275
Males;Cuba;From 25 to 29 years  ;2008;526
Males;Cuba;From 30 to 34 years old;2021;675
Males;Cuba;From 30 to 34 years old;2020;576
Males;Cuba;From 30 to 34 years old;2019;1.167
Males;Cuba;From 30 to 34 years old;2018;876
Males;Cuba;From 30 to 34 years old;2017;571
Males;Cuba;From 30 to 34 years old;2016;309
Males;Cuba;From 30 to 34 years old;2015;193
Males;Cuba;From 30 to 34 years old;2014;171
Males;Cuba;From 30 to 34 years old;2013;170
Males;Cuba;From 30 to 34 years old;2012;224
Males;Cuba;From 30 to 34 years old;2011;297
Males;Cuba;From 30 to 34 years old;2010;291
Males;Cuba;From 30 to 34 years old;2009;294
Males;Cuba;From 30 to 34 years old;2008;555
Males;Cuba;From 35 to 39 years old;2021;387
Males;Cuba;From 35 to 39 years old;2020;322
Males;Cuba;From 35 to 39 years old;2019;664
Males;Cuba;From 35 to 39 years old;2018;507
Males;Cuba;From 35 to 39 years old;2017;292
Males;Cuba;From 35 to 39 years old;2016;198
Males;Cuba;From 35 to 39 years old;2015;157
Males;Cuba;From 35 to 39 years old;2014;141
Males;Cuba;From 35 to 39 years old;2013;185
Males;Cuba;From 35 to 39 years old;2012;237
Males;Cuba;From 35 to 39 years old;2011;395
Males;Cuba;From 35 to 39 years old;2010;323
Males;Cuba;From 35 to 39 years old;2009;325
Males;Cuba;From 35 to 39 years old;2008;576
Males;Cuba;From 40 to 44 years  ;2021;266
Males;Cuba;From 40 to 44 years  ;2020;197
Males;Cuba;From 40 to 44 years  ;2019;463
Males;Cuba;From 40 to 44 years  ;2018;436
Males;Cuba;From 40 to 44 years  ;2017;290
Males;Cuba;From 40 to 44 years  ;2016;206
Males;Cuba;From 40 to 44 years  ;2015;203
Males;Cuba;From 40 to 44 years  ;2014;181
Males;Cuba;From 40 to 44 years  ;2013;226
Males;Cuba;From 40 to 44 years  ;2012;271
Males;Cuba;From 40 to 44 years  ;2011;377
Males;Cuba;From 40 to 44 years  ;2010;337
Males;Cuba;From 40 to 44 years  ;2009;268
Males;Cuba;From 40 to 44 years  ;2008;495
Males;Cuba;From 45 to 49 years old;2021;255
Males;Cuba;From 45 to 49 years old;2020;220
Males;Cuba;From 45 to 49 years old;2019;535
Males;Cuba;From 45 to 49 years old;2018;403
Males;Cuba;From 45 to 49 years old;2017;270
Males;Cuba;From 45 to 49 years old;2016;191
Males;Cuba;From 45 to 49 years old;2015;144
Males;Cuba;From 45 to 49 years old;2014;191
Males;Cuba;From 45 to 49 years old;2013;198
Males;Cuba;From 45 to 49 years old;2012;261
Males;Cuba;From 45 to 49 years old;2011;388
Males;Cuba;From 45 to 49 years old;2010;253
Males;Cuba;From 45 to 49 years old;2009;198
Males;Cuba;From 45 to 49 years old;2008;291
Males;Cuba;From 50 to 54 years old;2021;299
Males;Cuba;From 50 to 54 years old;2020;183
Males;Cuba;From 50 to 54 years old;2019;418
Males;Cuba;From 50 to 54 years old;2018;311
Males;Cuba;From 50 to 54 years old;2017;257
Males;Cuba;From 50 to 54 years old;2016;186
Males;Cuba;From 50 to 54 years old;2015;144
Males;Cuba;From 50 to 54 years old;2014;145
Males;Cuba;From 50 to 54 years old;2013;130
Males;Cuba;From 50 to 54 years old;2012;131
Males;Cuba;From 50 to 54 years old;2011;185
Males;Cuba;From 50 to 54 years old;2010;115
Males;Cuba;From 50 to 54 years old;2009;85
Males;Cuba;From 50 to 54 years old;2008;153
Males;Cuba;From 55 to 59 years old;2021;264
Males;Cuba;From 55 to 59 years old;2020;142
Males;Cuba;From 55 to 59 years old;2019;298
Males;Cuba;From 55 to 59 years old;2018;201
Males;Cuba;From 55 to 59 years old;2017;114
Males;Cuba;From 55 to 59 years old;2016;124
Males;Cuba;From 55 to 59 years old;2015;81
Males;Cuba;From 55 to 59 years old;2014;86
Males;Cuba;From 55 to 59 years old;2013;69
Males;Cuba;From 55 to 59 years old;2012;96
Males;Cuba;From 55 to 59 years old;2011;106
Males;Cuba;From 55 to 59 years old;2010;93
Males;Cuba;From 55 to 59 years old;2009;87
Males;Cuba;From 55 to 59 years old;2008;132
Males;Cuba;From 60 to 64 years old;2021;120
Males;Cuba;From 60 to 64 years old;2020;51
Males;Cuba;From 60 to 64 years old;2019;129
Males;Cuba;From 60 to 64 years old;2018;111
Males;Cuba;From 60 to 64 years old;2017;88
Males;Cuba;From 60 to 64 years old;2016;59
Males;Cuba;From 60 to 64 years old;2015;71
Males;Cuba;From 60 to 64 years old;2014;66
Males;Cuba;From 60 to 64 years old;2013;75
Males;Cuba;From 60 to 64 years old;2012;64
Males;Cuba;From 60 to 64 years old;2011;84
Males;Cuba;From 60 to 64 years old;2010;94
Males;Cuba;From 60 to 64 years old;2009;75
Males;Cuba;From 60 to 64 years old;2008;118
Males;Cuba;From 65 to 69 years old;2021;92
Males;Cuba;From 65 to 69 years old;2020;36
Males;Cuba;From 65 to 69 years old;2019;111
Males;Cuba;From 65 to 69 years old;2018;78
Males;Cuba;From 65 to 69 years old;2017;79
Males;Cuba;From 65 to 69 years old;2016;79
Males;Cuba;From 65 to 69 years old;2015;64
Males;Cuba;From 65 to 69 years old;2014;58
Males;Cuba;From 65 to 69 years old;2013;73
Males;Cuba;From 65 to 69 years old;2012;66
Males;Cuba;From 65 to 69 years old;2011;75
Males;Cuba;From 65 to 69 years old;2010;62
Males;Cuba;From 65 to 69 years old;2009;42
Males;Cuba;From 65 to 69 years old;2008;79
Males;Cuba;From 70 to 74 years  ;2021;83
Males;Cuba;From 70 to 74 years  ;2020;30
Males;Cuba;From 70 to 74 years  ;2019;59
Males;Cuba;From 70 to 74 years  ;2018;63
Males;Cuba;From 70 to 74 years  ;2017;57
Males;Cuba;From 70 to 74 years  ;2016;47
Males;Cuba;From 70 to 74 years  ;2015;47
Males;Cuba;From 70 to 74 years  ;2014;51
Males;Cuba;From 70 to 74 years  ;2013;44
Males;Cuba;From 70 to 74 years  ;2012;44
Males;Cuba;From 70 to 74 years  ;2011;54
Males;Cuba;From 70 to 74 years  ;2010;42
Males;Cuba;From 70 to 74 years  ;2009;35
Males;Cuba;From 70 to 74 years  ;2008;43
Males;Cuba;From 75 to 79 years  ;2021;48
Males;Cuba;From 75 to 79 years  ;2020;22
Males;Cuba;From 75 to 79 years  ;2019;45
Males;Cuba;From 75 to 79 years  ;2018;48
Males;Cuba;From 75 to 79 years  ;2017;38
Males;Cuba;From 75 to 79 years  ;2016;20
Males;Cuba;From 75 to 79 years  ;2015;27
Males;Cuba;From 75 to 79 years  ;2014;15
Males;Cuba;From 75 to 79 years  ;2013;29
Males;Cuba;From 75 to 79 years  ;2012;28
Males;Cuba;From 75 to 79 years  ;2011;25
Males;Cuba;From 75 to 79 years  ;2010;20
Males;Cuba;From 75 to 79 years  ;2009;19
Males;Cuba;From 75 to 79 years  ;2008;17
Males;Cuba;From 80 to 84 years  ;2021;25
Males;Cuba;From 80 to 84 years  ;2020;15
Males;Cuba;From 80 to 84 years  ;2019;21
Males;Cuba;From 80 to 84 years  ;2018;13
Males;Cuba;From 80 to 84 years  ;2017;12
Males;Cuba;From 80 to 84 years  ;2016;15
Males;Cuba;From 80 to 84 years  ;2015;14
Males;Cuba;From 80 to 84 years  ;2014;9
Males;Cuba;From 80 to 84 years  ;2013;12
Males;Cuba;From 80 to 84 years  ;2012;10
Males;Cuba;From 80 to 84 years  ;2011;10
Males;Cuba;From 80 to 84 years  ;2010;8
Males;Cuba;From 80 to 84 years  ;2009;5
Males;Cuba;From 80 to 84 years  ;2008;5
Males;Cuba;From 85 to 89 years  ;2021;9
Males;Cuba;From 85 to 89 years  ;2020;4
Males;Cuba;From 85 to 89 years  ;2019;10
Males;Cuba;From 85 to 89 years  ;2018;9
Males;Cuba;From 85 to 89 years  ;2017;6
Males;Cuba;From 85 to 89 years  ;2016;6
Males;Cuba;From 85 to 89 years  ;2015;3
Males;Cuba;From 85 to 89 years  ;2014;5
Males;Cuba;From 85 to 89 years  ;2013;7
Males;Cuba;From 85 to 89 years  ;2012;1
Males;Cuba;From 85 to 89 years  ;2011;3
Males;Cuba;From 85 to 89 years  ;2010;""
Males;Cuba;From 85 to 89 years  ;2009;2
Males;Cuba;From 85 to 89 years  ;2008;2
Males;Cuba;90 years old and over;2021;4
Males;Cuba;90 years old and over;2020;2
Males;Cuba;90 years old and over;2019;3
Males;Cuba;90 years old and over;2018;2
Males;Cuba;90 years old and over;2017;3
Males;Cuba;90 years old and over;2016;0
Males;Cuba;90 years old and over;2015;2
Males;Cuba;90 years old and over;2014;4
Males;Cuba;90 years old and over;2013;1
Males;Cuba;90 years old and over;2012;1
Males;Cuba;90 years old and over;2011;2
Males;Cuba;90 years old and over;2010;""
Males;Cuba;90 years old and over;2009;""
Males;Cuba;90 years old and over;2008;""
Males;Honduras;Total;2021;4.197
Males;Honduras;Total;2020;6.600
Males;Honduras;Total;2019;9.772
Males;Honduras;Total;2018;6.764
Males;Honduras;Total;2017;4.834
Males;Honduras;Total;2016;2.866
Males;Honduras;Total;2015;2.012
Males;Honduras;Total;2014;1.473
Males;Honduras;Total;2013;1.193
Males;Honduras;Total;2012;1.305
Males;Honduras;Total;2011;1.424
Males;Honduras;Total;2010;1.084
Males;Honduras;Total;2009;923
Males;Honduras;Total;2008;1.379
Males;Honduras;From 0 to 4 years old;2021;166
Males;Honduras;From 0 to 4 years old;2020;295
Males;Honduras;From 0 to 4 years old;2019;471
Males;Honduras;From 0 to 4 years old;2018;300
Males;Honduras;From 0 to 4 years old;2017;262
Males;Honduras;From 0 to 4 years old;2016;163
Males;Honduras;From 0 to 4 years old;2015;114
Males;Honduras;From 0 to 4 years old;2014;75
Males;Honduras;From 0 to 4 years old;2013;59
Males;Honduras;From 0 to 4 years old;2012;51
Males;Honduras;From 0 to 4 years old;2011;57
Males;Honduras;From 0 to 4 years old;2010;49
Males;Honduras;From 0 to 4 years old;2009;48
Males;Honduras;From 0 to 4 years old;2008;48
Males;Honduras;From 5 to 9 years    ;2021;452
Males;Honduras;From 5 to 9 years    ;2020;488
Males;Honduras;From 5 to 9 years    ;2019;782
Males;Honduras;From 5 to 9 years    ;2018;569
Males;Honduras;From 5 to 9 years    ;2017;404
Males;Honduras;From 5 to 9 years    ;2016;308
Males;Honduras;From 5 to 9 years    ;2015;184
Males;Honduras;From 5 to 9 years    ;2014;158
Males;Honduras;From 5 to 9 years    ;2013;126
Males;Honduras;From 5 to 9 years    ;2012;134
Males;Honduras;From 5 to 9 years    ;2011;143
Males;Honduras;From 5 to 9 years    ;2010;129
Males;Honduras;From 5 to 9 years    ;2009;97
Males;Honduras;From 5 to 9 years    ;2008;73
Males;Honduras;From 10 to 14 years  ;2021;526
Males;Honduras;From 10 to 14 years  ;2020;485
Males;Honduras;From 10 to 14 years  ;2019;763
Males;Honduras;From 10 to 14 years  ;2018;532
Males;Honduras;From 10 to 14 years  ;2017;463
Males;Honduras;From 10 to 14 years  ;2016;336
Males;Honduras;From 10 to 14 years  ;2015;302
Males;Honduras;From 10 to 14 years  ;2014;251
Males;Honduras;From 10 to 14 years  ;2013;203
Males;Honduras;From 10 to 14 years  ;2012;196
Males;Honduras;From 10 to 14 years  ;2011;186
Males;Honduras;From 10 to 14 years  ;2010;148
Males;Honduras;From 10 to 14 years  ;2009;89
Males;Honduras;From 10 to 14 years  ;2008;90
Males;Honduras;From 15 to 19 years  ;2021;460
Males;Honduras;From 15 to 19 years  ;2020;565
Males;Honduras;From 15 to 19 years  ;2019;866
Males;Honduras;From 15 to 19 years  ;2018;721
Males;Honduras;From 15 to 19 years  ;2017;571
Males;Honduras;From 15 to 19 years  ;2016;376
Males;Honduras;From 15 to 19 years  ;2015;308
Males;Honduras;From 15 to 19 years  ;2014;245
Males;Honduras;From 15 to 19 years  ;2013;197
Males;Honduras;From 15 to 19 years  ;2012;179
Males;Honduras;From 15 to 19 years  ;2011;188
Males;Honduras;From 15 to 19 years  ;2010;139
Males;Honduras;From 15 to 19 years  ;2009;109
Males;Honduras;From 15 to 19 years  ;2008;104
Males;Honduras;From 20 to 24 years;2021;628
Males;Honduras;From 20 to 24 years;2020;1.165
Males;Honduras;From 20 to 24 years;2019;1.850
Males;Honduras;From 20 to 24 years;2018;1.263
Males;Honduras;From 20 to 24 years;2017;877
Males;Honduras;From 20 to 24 years;2016;477
Males;Honduras;From 20 to 24 years;2015;346
Males;Honduras;From 20 to 24 years;2014;240
Males;Honduras;From 20 to 24 years;2013;190
Males;Honduras;From 20 to 24 years;2012;217
Males;Honduras;From 20 to 24 years;2011;236
Males;Honduras;From 20 to 24 years;2010;178
Males;Honduras;From 20 to 24 years;2009;153
Males;Honduras;From 20 to 24 years;2008;282
Males;Honduras;From 25 to 29 years  ;2021;669
Males;Honduras;From 25 to 29 years  ;2020;1.372
Males;Honduras;From 25 to 29 years  ;2019;1.918
Males;Honduras;From 25 to 29 years  ;2018;1.390
Males;Honduras;From 25 to 29 years  ;2017;869
Males;Honduras;From 25 to 29 years  ;2016;459
Males;Honduras;From 25 to 29 years  ;2015;287
Males;Honduras;From 25 to 29 years  ;2014;182
Males;Honduras;From 25 to 29 years  ;2013;140
Males;Honduras;From 25 to 29 years  ;2012;209
Males;Honduras;From 25 to 29 years  ;2011;211
Males;Honduras;From 25 to 29 years  ;2010;183
Males;Honduras;From 25 to 29 years  ;2009;150
Males;Honduras;From 25 to 29 years  ;2008;300
